ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
361;20;1;6;01/05/2021
362;22;1;12;01/05/2021
363;17;1;19;01/05/2021
364;2;1;6;02/05/2021
365;24;1;1;02/05/2021
366;3;1;6;02/05/2021
367;8;1;9;03/05/2021
368;18;1;6;03/05/2021
369;6;1;8;03/05/2021
370;16;1;12;04/05/2021
371;17;1;18;04/05/2021
372;20;1;13;04/05/2021
373;22;1;1;05/05/2021
374;12;1;22;05/05/2021
375;11;1;23;05/05/2021
376;4;1;7;06/05/2021
377;21;1;3;06/05/2021
378;4;1;12;06/05/2021
379;18;1;1;07/05/2021
380;23;1;4;07/05/2021
381;3;1;11;07/05/2021
382;15;1;10;08/05/2021
383;11;1;15;08/05/2021
384;23;1;22;08/05/2021
385;20;1;23;09/05/2021
386;25;1;6;09/05/2021
387;21;1;19;09/05/2021
388;1;1;21;10/05/2021
389;4;1;5;10/05/2021
390;24;1;5;10/05/2021
391;3;1;15;11/05/2021
392;17;1;6;11/05/2021
393;10;1;17;11/05/2021
394;2;1;5;12/05/2021
395;21;1;17;12/05/2021
396;16;1;11;12/05/2021
397;25;1;16;13/05/2021
398;23;1;2;13/05/2021
399;16;1;11;13/05/2021
400;14;1;8;14/05/2021
401;2;1;16;14/05/2021
402;14;1;8;14/05/2021
403;7;1;3;15/05/2021
404;13;1;14;15/05/2021
405;17;1;24;15/05/2021
406;21;1;22;16/05/2021
407;11;1;20;16/05/2021
408;1;1;15;16/05/2021
409;20;1;11;17/05/2021
410;11;1;9;17/05/2021
411;14;1;5;17/05/2021
412;13;1;22;18/05/2021
413;4;1;3;18/05/2021
414;15;1;12;18/05/2021
415;3;1;11;19/05/2021
416;18;1;12;19/05/2021
417;18;1;15;19/05/2021
418;24;1;24;20/05/2021
419;12;1;22;20/05/2021
420;9;1;17;20/05/2021
421;4;1;12;21/05/2021
422;11;1;11;21/05/2021
423;12;1;17;21/05/2021
424;2;1;9;22/05/2021
425;24;1;13;22/05/2021
426;5;1;13;22/05/2021
427;8;1;15;23/05/2021
428;12;1;17;23/05/2021
429;1;1;9;23/05/2021
430;11;1;5;24/05/2021
431;9;1;3;24/05/2021
432;19;1;6;24/05/2021
433;5;1;10;25/05/2021
434;24;1;15;25/05/2021
435;1;1;16;25/05/2021
436;3;1;12;26/05/2021
437;23;1;10;26/05/2021
438;9;1;20;26/05/2021
439;22;1;22;27/05/2021
440;3;1;18;27/05/2021
441;17;1;19;27/05/2021
442;16;1;8;28/05/2021
443;10;1;15;28/05/2021
444;9;2;2;28/05/2021
445;8;1;5;29/05/2021
446;19;1;22;29/05/2021
447;16;2;8;29/05/2021
448;21;1;20;30/05/2021
449;20;1;9;30/05/2021
450;10;1;17;30/05/2021
451;21;1;13;31/05/2021
452;1;1;22;31/05/2021
453;22;1;11;31/05/2021
