ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1549;4;1;24;01/06/2022
1550;24;2;13;01/06/2022
1551;20;2;1;01/06/2022
1552;10;2;15;02/06/2022
1553;17;1;23;02/06/2022
1554;3;1;8;02/06/2022
1555;25;2;12;03/06/2022
1556;21;2;22;03/06/2022
1557;23;1;4;03/06/2022
1558;20;1;16;04/06/2022
1559;22;1;19;04/06/2022
1560;14;1;15;04/06/2022
1561;18;2;12;05/06/2022
1562;13;2;1;05/06/2022
1563;16;2;19;05/06/2022
1564;24;1;4;06/06/2022
1565;6;1;24;06/06/2022
1566;18;1;5;06/06/2022
1567;3;1;5;07/06/2022
1568;9;2;5;07/06/2022
1569;8;1;1;07/06/2022
1570;25;1;20;08/06/2022
1571;8;1;2;08/06/2022
1572;12;2;17;08/06/2022
1573;18;2;17;09/06/2022
1574;23;2;4;09/06/2022
1575;4;1;2;09/06/2022
1576;19;2;10;10/06/2022
1577;8;2;18;10/06/2022
1578;24;2;4;10/06/2022
1579;15;1;16;11/06/2022
1580;10;1;7;11/06/2022
1581;23;1;5;11/06/2022
1582;7;1;1;12/06/2022
1583;25;2;14;12/06/2022
1584;25;2;10;12/06/2022
1585;3;2;7;13/06/2022
1586;7;1;23;13/06/2022
1587;11;2;17;13/06/2022
1588;14;1;2;14/06/2022
1589;16;1;17;14/06/2022
1590;12;2;17;14/06/2022
1591;25;1;20;15/06/2022
1592;4;1;2;15/06/2022
1593;13;2;5;15/06/2022
1594;14;2;13;16/06/2022
1595;20;2;22;16/06/2022
1596;9;1;5;16/06/2022
1597;7;2;7;17/06/2022
1598;5;1;5;17/06/2022
1599;21;1;20;17/06/2022
1600;22;1;21;18/06/2022
1601;2;1;16;18/06/2022
1602;21;1;7;18/06/2022
1603;2;2;16;19/06/2022
1604;24;1;9;19/06/2022
1605;10;2;11;19/06/2022
1606;12;1;7;20/06/2022
1607;7;1;2;20/06/2022
1608;2;1;24;20/06/2022
1609;1;1;4;21/06/2022
1610;2;1;2;21/06/2022
1611;4;1;6;21/06/2022
1612;24;2;3;22/06/2022
1613;18;1;24;22/06/2022
1614;18;1;5;22/06/2022
1615;4;1;16;23/06/2022
1616;24;1;15;23/06/2022
1617;19;2;3;23/06/2022
1618;11;1;18;24/06/2022
1619;24;2;5;24/06/2022
1620;1;1;17;24/06/2022
1621;7;2;22;25/06/2022
1622;7;1;20;25/06/2022
1623;13;2;18;25/06/2022
1624;21;2;2;26/06/2022
1625;11;1;13;26/06/2022
1626;20;1;5;26/06/2022
1627;12;1;21;27/06/2022
1628;18;2;16;27/06/2022
1629;2;1;17;27/06/2022
1630;16;1;23;28/06/2022
1631;22;2;1;28/06/2022
1632;25;2;8;28/06/2022
1633;11;1;3;29/06/2022
1634;2;2;16;29/06/2022
1635;16;2;12;29/06/2022
1636;5;2;7;30/06/2022
1637;10;1;1;30/06/2022
1638;18;2;14;30/06/2022
