ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1273;2;2;4;01/03/2022
1274;17;1;3;01/03/2022
1275;20;1;23;01/03/2022
1276;12;2;16;02/03/2022
1277;6;2;1;02/03/2022
1278;18;1;24;02/03/2022
1279;5;2;21;03/03/2022
1280;17;1;17;03/03/2022
1281;21;1;2;03/03/2022
1282;23;1;3;04/03/2022
1283;13;2;24;04/03/2022
1284;24;2;8;04/03/2022
1285;25;2;19;05/03/2022
1286;16;1;2;05/03/2022
1287;18;1;12;05/03/2022
1288;10;2;20;06/03/2022
1289;17;2;7;06/03/2022
1290;19;2;4;06/03/2022
1291;3;2;7;07/03/2022
1292;23;2;1;07/03/2022
1293;23;2;21;07/03/2022
1294;22;1;13;08/03/2022
1295;23;2;1;08/03/2022
1296;7;2;20;08/03/2022
1297;13;1;17;09/03/2022
1298;22;1;7;09/03/2022
1299;25;1;6;09/03/2022
1300;22;1;12;10/03/2022
1301;6;1;15;10/03/2022
1302;18;1;18;10/03/2022
1303;7;2;15;11/03/2022
1304;5;2;19;11/03/2022
1305;21;1;24;11/03/2022
1306;11;2;22;12/03/2022
1307;17;2;6;12/03/2022
1308;15;2;10;12/03/2022
1309;16;1;4;13/03/2022
1310;2;1;15;13/03/2022
1311;21;2;1;13/03/2022
1312;25;2;17;14/03/2022
1313;22;2;24;14/03/2022
1314;25;2;15;14/03/2022
1315;7;1;20;15/03/2022
1316;11;1;19;15/03/2022
1317;21;2;24;15/03/2022
1318;23;1;18;16/03/2022
1319;6;2;14;16/03/2022
1320;14;2;14;16/03/2022
1321;23;2;11;17/03/2022
1322;11;1;11;17/03/2022
1323;14;2;22;17/03/2022
1324;5;1;21;18/03/2022
1325;17;1;18;18/03/2022
1326;4;2;16;18/03/2022
1327;8;1;16;19/03/2022
1328;19;2;7;19/03/2022
1329;19;1;7;19/03/2022
1330;24;2;20;20/03/2022
1331;5;2;4;20/03/2022
1332;10;1;14;20/03/2022
1333;22;1;9;21/03/2022
1334;21;1;24;21/03/2022
1335;25;2;11;21/03/2022
1336;13;1;5;22/03/2022
1337;22;1;23;22/03/2022
1338;5;2;9;22/03/2022
1339;2;1;10;23/03/2022
1340;13;1;14;23/03/2022
1341;12;2;5;23/03/2022
1342;23;2;14;24/03/2022
1343;5;1;12;24/03/2022
1344;8;2;15;24/03/2022
1345;19;2;14;25/03/2022
1346;13;2;24;25/03/2022
1347;17;1;12;25/03/2022
1348;25;2;19;26/03/2022
1349;4;1;7;26/03/2022
1350;20;1;24;26/03/2022
1351;4;2;10;27/03/2022
1352;4;1;23;27/03/2022
1353;7;1;9;27/03/2022
1354;17;1;15;28/03/2022
1355;12;2;8;28/03/2022
1356;21;2;16;28/03/2022
1357;25;1;5;29/03/2022
1358;24;1;9;29/03/2022
1359;11;1;14;29/03/2022
1360;23;2;20;30/03/2022
1361;13;2;23;30/03/2022
1362;11;2;4;30/03/2022
1363;5;1;3;31/03/2022
1364;20;1;18;31/03/2022
1365;25;2;19;31/03/2022
