ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1639;20;1;5;01/07/2022
1640;17;2;2;01/07/2022
1641;18;1;22;01/07/2022
1642;8;2;2;02/07/2022
1643;15;2;17;02/07/2022
1644;3;1;18;02/07/2022
1645;12;1;20;03/07/2022
1646;9;2;1;03/07/2022
1647;24;2;17;03/07/2022
1648;18;1;23;04/07/2022
1649;17;1;13;04/07/2022
1650;17;2;12;04/07/2022
1651;22;2;4;05/07/2022
1652;1;2;15;05/07/2022
1653;11;2;10;05/07/2022
1654;4;1;24;06/07/2022
1655;16;1;18;06/07/2022
1656;23;1;19;06/07/2022
1657;9;2;12;07/07/2022
1658;13;1;21;07/07/2022
1659;4;2;22;07/07/2022
1660;16;2;1;08/07/2022
1661;22;1;21;08/07/2022
1662;6;2;18;08/07/2022
1663;2;2;10;09/07/2022
1664;18;2;19;09/07/2022
1665;7;2;3;09/07/2022
1666;7;2;14;10/07/2022
1667;22;2;18;10/07/2022
1668;16;2;8;10/07/2022
1669;13;2;9;11/07/2022
1670;1;2;13;11/07/2022
1671;14;1;7;11/07/2022
1672;11;1;15;12/07/2022
1673;18;1;8;12/07/2022
1674;8;2;11;12/07/2022
1675;14;1;10;13/07/2022
1676;22;2;9;13/07/2022
1677;24;1;23;13/07/2022
1678;20;2;21;14/07/2022
1679;16;1;10;14/07/2022
1680;2;2;23;14/07/2022
1681;22;1;18;15/07/2022
1682;10;1;15;15/07/2022
1683;4;2;22;15/07/2022
1684;5;2;15;16/07/2022
1685;7;1;3;16/07/2022
1686;25;1;11;16/07/2022
1687;15;2;13;17/07/2022
1688;21;2;16;17/07/2022
1689;7;2;2;17/07/2022
1690;23;2;14;18/07/2022
1691;5;1;10;18/07/2022
1692;13;1;10;18/07/2022
1693;17;2;12;19/07/2022
1694;20;1;10;19/07/2022
1695;2;1;7;19/07/2022
1696;25;1;18;20/07/2022
1697;19;2;15;20/07/2022
1698;1;2;7;20/07/2022
1699;10;1;9;21/07/2022
1700;25;2;11;21/07/2022
1701;12;2;3;21/07/2022
1702;10;1;23;22/07/2022
1703;16;2;4;22/07/2022
1704;25;1;14;22/07/2022
1705;23;1;14;23/07/2022
1706;22;1;2;23/07/2022
1707;8;1;21;23/07/2022
1708;13;2;8;24/07/2022
1709;2;1;11;24/07/2022
1710;8;2;8;24/07/2022
1711;18;1;4;25/07/2022
1712;11;2;11;25/07/2022
1713;10;1;12;25/07/2022
1714;4;2;19;26/07/2022
1715;14;2;23;26/07/2022
1716;2;2;7;26/07/2022
1717;25;1;10;27/07/2022
1718;21;2;1;27/07/2022
1719;16;2;13;27/07/2022
1720;4;2;1;28/07/2022
1721;18;2;19;28/07/2022
1722;18;1;16;28/07/2022
1723;21;1;20;29/07/2022
1724;7;1;6;29/07/2022
1725;15;1;8;29/07/2022
1726;19;2;10;30/07/2022
1727;13;1;21;30/07/2022
1728;20;1;17;30/07/2022
1729;15;1;4;31/07/2022
1730;18;1;16;31/07/2022
1731;2;2;7;31/07/2022
