ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1;22;1;11;01/01/2021
2;25;1;6;01/01/2021
3;19;1;24;01/01/2021
4;21;1;17;02/01/2021
5;24;1;2;02/01/2021
6;22;1;7;02/01/2021
7;14;1;15;03/01/2021
8;20;2;10;03/01/2021
9;17;1;13;03/01/2021
10;19;1;8;04/01/2021
11;3;1;1;04/01/2021
12;6;1;1;04/01/2021
13;21;1;24;05/01/2021
14;2;1;15;05/01/2021
15;15;2;5;05/01/2021
16;23;2;6;06/01/2021
17;20;1;7;06/01/2021
18;20;2;11;06/01/2021
19;11;2;16;07/01/2021
20;18;1;6;07/01/2021
21;9;2;13;07/01/2021
22;23;2;12;08/01/2021
23;13;1;6;08/01/2021
24;19;2;15;08/01/2021
25;10;1;11;09/01/2021
26;15;2;21;09/01/2021
27;20;2;11;09/01/2021
28;25;1;11;10/01/2021
29;3;1;6;10/01/2021
30;10;1;23;10/01/2021
31;21;2;15;11/01/2021
32;24;1;15;11/01/2021
33;5;2;18;11/01/2021
34;5;2;9;12/01/2021
35;13;1;4;12/01/2021
36;4;1;14;12/01/2021
37;16;2;3;13/01/2021
38;15;1;1;13/01/2021
39;17;2;14;13/01/2021
40;4;1;14;14/01/2021
41;13;1;17;14/01/2021
42;24;2;18;14/01/2021
43;8;1;8;15/01/2021
44;2;1;12;15/01/2021
45;6;1;21;15/01/2021
46;21;1;1;16/01/2021
47;11;2;4;16/01/2021
48;11;1;3;16/01/2021
49;15;1;7;17/01/2021
50;13;1;15;17/01/2021
51;9;1;12;17/01/2021
52;20;1;19;18/01/2021
53;15;2;14;18/01/2021
54;5;1;9;18/01/2021
55;6;1;6;19/01/2021
56;12;2;19;19/01/2021
57;18;2;13;19/01/2021
58;21;1;3;20/01/2021
59;9;1;21;20/01/2021
60;25;2;6;20/01/2021
61;25;1;20;21/01/2021
62;11;1;24;21/01/2021
63;8;1;4;21/01/2021
64;15;1;2;22/01/2021
65;2;2;19;22/01/2021
66;17;2;16;22/01/2021
67;25;1;1;23/01/2021
68;22;2;24;23/01/2021
69;15;1;13;23/01/2021
70;7;1;14;24/01/2021
71;3;2;15;24/01/2021
72;8;1;8;24/01/2021
73;17;1;18;25/01/2021
74;11;2;2;25/01/2021
75;12;1;16;25/01/2021
76;2;2;20;26/01/2021
77;3;1;8;26/01/2021
78;19;2;10;26/01/2021
79;24;1;1;27/01/2021
80;9;1;12;27/01/2021
81;14;1;4;27/01/2021
82;13;2;22;28/01/2021
83;11;1;17;28/01/2021
84;23;1;15;28/01/2021
85;16;1;24;29/01/2021
86;22;2;16;29/01/2021
87;22;1;24;29/01/2021
88;9;1;3;30/01/2021
89;1;2;19;30/01/2021
90;21;1;8;30/01/2021
91;9;2;16;31/01/2021
92;22;1;10;31/01/2021
93;14;1;16;31/01/2021
