ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
820;17;1;16;01/10/2021
821;7;1;12;01/10/2021
822;23;1;17;01/10/2021
823;12;1;15;02/10/2021
824;3;1;16;02/10/2021
825;7;1;23;02/10/2021
826;21;1;10;03/10/2021
827;11;1;24;03/10/2021
828;6;1;20;03/10/2021
829;4;1;18;04/10/2021
830;16;1;1;04/10/2021
831;9;1;4;04/10/2021
832;6;2;16;05/10/2021
833;24;2;23;05/10/2021
834;15;2;14;05/10/2021
835;16;1;22;06/10/2021
836;23;1;8;06/10/2021
837;25;2;14;06/10/2021
838;16;2;10;07/10/2021
839;8;2;19;07/10/2021
840;1;1;18;07/10/2021
841;1;2;15;08/10/2021
842;18;1;14;08/10/2021
843;4;2;18;08/10/2021
844;5;2;13;09/10/2021
845;7;1;1;09/10/2021
846;12;1;18;09/10/2021
847;8;1;12;10/10/2021
848;9;2;17;10/10/2021
849;12;2;20;10/10/2021
850;18;2;4;11/10/2021
851;19;2;18;11/10/2021
852;11;1;7;11/10/2021
853;12;1;5;12/10/2021
854;2;2;5;12/10/2021
855;15;1;4;12/10/2021
856;18;2;12;13/10/2021
857;4;1;7;13/10/2021
858;17;2;3;13/10/2021
859;20;2;12;14/10/2021
860;17;1;23;14/10/2021
861;25;2;19;14/10/2021
862;17;2;4;15/10/2021
863;5;2;19;15/10/2021
864;8;1;18;15/10/2021
865;11;1;12;16/10/2021
866;22;2;17;16/10/2021
867;7;1;14;16/10/2021
868;19;1;21;17/10/2021
869;4;1;15;17/10/2021
870;8;2;21;17/10/2021
871;13;2;4;18/10/2021
872;1;1;3;18/10/2021
873;24;2;16;18/10/2021
874;8;2;21;19/10/2021
875;2;2;21;19/10/2021
876;16;1;19;19/10/2021
877;5;1;4;20/10/2021
878;3;2;20;20/10/2021
879;3;1;6;20/10/2021
880;1;2;1;21/10/2021
881;21;1;5;21/10/2021
882;2;1;23;21/10/2021
883;13;2;15;22/10/2021
884;13;1;22;22/10/2021
885;18;1;11;22/10/2021
886;3;2;2;23/10/2021
887;4;2;18;23/10/2021
888;20;2;11;23/10/2021
889;23;1;6;24/10/2021
890;1;2;3;24/10/2021
891;7;2;9;24/10/2021
892;2;1;17;25/10/2021
893;21;2;1;25/10/2021
894;12;1;11;25/10/2021
895;8;1;1;26/10/2021
896;10;2;13;26/10/2021
897;10;2;11;26/10/2021
898;2;2;15;27/10/2021
899;21;1;14;27/10/2021
900;19;2;5;27/10/2021
901;18;1;12;28/10/2021
902;2;1;23;28/10/2021
903;19;2;18;28/10/2021
904;3;2;24;29/10/2021
905;3;1;16;29/10/2021
906;8;1;13;29/10/2021
907;21;2;20;30/10/2021
908;1;1;3;30/10/2021
909;7;1;10;30/10/2021
910;23;2;20;31/10/2021
911;13;2;18;31/10/2021
912;16;1;13;31/10/2021
