ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1366;3;1;1;01/04/2022
1367;3;1;12;01/04/2022
1368;23;1;21;01/04/2022
1369;20;1;4;02/04/2022
1370;14;2;14;02/04/2022
1371;12;1;12;02/04/2022
1372;9;2;20;03/04/2022
1373;10;2;24;03/04/2022
1374;14;1;2;03/04/2022
1375;19;2;7;04/04/2022
1376;1;2;17;04/04/2022
1377;25;1;15;04/04/2022
1378;24;1;11;05/04/2022
1379;16;2;1;05/04/2022
1380;1;1;21;05/04/2022
1381;3;2;19;06/04/2022
1382;8;1;15;06/04/2022
1383;16;2;18;06/04/2022
1384;12;2;10;07/04/2022
1385;19;2;3;07/04/2022
1386;23;1;14;07/04/2022
1387;17;1;11;08/04/2022
1388;8;2;18;08/04/2022
1389;20;2;5;08/04/2022
1390;3;2;11;09/04/2022
1391;5;1;13;09/04/2022
1392;4;1;21;09/04/2022
1393;21;1;17;10/04/2022
1394;16;2;6;10/04/2022
1395;14;2;19;10/04/2022
1396;24;2;13;11/04/2022
1397;15;1;15;11/04/2022
1398;24;2;9;11/04/2022
1399;10;2;6;12/04/2022
1400;21;2;18;12/04/2022
1401;25;1;18;12/04/2022
1402;1;2;14;13/04/2022
1403;10;1;3;13/04/2022
1404;10;1;14;13/04/2022
1405;20;2;4;14/04/2022
1406;21;2;4;14/04/2022
1407;2;2;12;14/04/2022
1408;9;1;5;15/04/2022
1409;13;2;16;15/04/2022
1410;22;1;4;15/04/2022
1411;11;2;2;16/04/2022
1412;9;1;1;16/04/2022
1413;14;2;1;16/04/2022
1414;11;1;22;17/04/2022
1415;6;2;7;17/04/2022
1416;7;2;4;17/04/2022
1417;20;2;19;18/04/2022
1418;10;2;19;18/04/2022
1419;4;1;11;18/04/2022
1420;23;1;2;19/04/2022
1421;7;1;16;19/04/2022
1422;9;2;6;19/04/2022
1423;5;2;10;20/04/2022
1424;20;2;22;20/04/2022
1425;11;2;6;20/04/2022
1426;5;2;2;21/04/2022
1427;8;2;10;21/04/2022
1428;21;2;16;21/04/2022
1429;2;1;8;22/04/2022
1430;25;2;17;22/04/2022
1431;12;2;15;22/04/2022
1432;17;2;9;23/04/2022
1433;4;2;20;23/04/2022
1434;20;2;13;23/04/2022
1435;3;1;24;24/04/2022
1436;15;1;9;24/04/2022
1437;22;2;21;24/04/2022
1438;25;2;1;25/04/2022
1439;17;1;10;25/04/2022
1440;4;2;23;25/04/2022
1441;21;2;16;26/04/2022
1442;1;1;13;26/04/2022
1443;9;2;9;26/04/2022
1444;19;1;9;27/04/2022
1445;20;2;24;27/04/2022
1446;17;1;1;27/04/2022
1447;11;2;17;28/04/2022
1448;4;1;7;28/04/2022
1449;24;1;17;28/04/2022
1450;4;2;19;29/04/2022
1451;10;2;23;29/04/2022
1452;20;1;2;29/04/2022
1453;7;2;13;30/04/2022
1454;21;1;18;30/04/2022
1455;10;2;6;30/04/2022
