ProductID,Date,Zip,Units,Revenue,Country
100,2020-05-16,750-0033,1,1039.500000,Japan
100,2020-05-16,771-5206,1,1039.500000,Japan
100,2020-06-30,750-0049,1,1039.500000,Japan
100,2020-06-30,779-3123,1,1039.500000,Japan
100,2020-07-01,722-0015,1,1039.500000,Japan
100,2020-07-21,771-5207,1,1039.500000,Japan
100,2020-07-23,720-2419,1,1039.500000,Japan
100,2020-07-28,920-8205,1,1039.500000,Japan
100,2020-08-07,920-0113,1,1039.500000,Japan
100,2020-08-11,921-8044,1,1039.500000,Japan
100,2020-08-14,740-0323,1,1039.500000,Japan
100,2020-08-14,750-0006,1,1039.500000,Japan
100,2020-08-18,921-8043,1,1039.500000,Japan
100,2020-08-21,921-8027,1,1039.500000,Japan
100,2020-08-24,742-0427,1,1039.500000,Japan
100,2020-08-24,920-2126,1,1039.500000,Japan
100,2020-08-31,772-0053,1,1039.500000,Japan
100,2020-08-31,920-0276,1,1039.500000,Japan
100,2020-09-01,770-0841,1,1039.500000,Japan
100,2020-09-17,770-0046,1,1039.500000,Japan
100,2020-09-30,740-0018,1,1039.500000,Japan
100,2020-09-30,770-0053,1,1039.500000,Japan
100,2020-10-19,960-0614,1,1039.500000,Japan
1000,2020-01-11,722-2416,1,91.822500,Japan
1000,2020-01-13,745-0641,2,183.645000,Japan
1000,2020-01-14,960-0657,1,91.822500,Japan
1000,2020-01-25,920-0101,1,91.822500,Japan
1000,2020-01-26,920-1302,1,91.822500,Japan
1000,2020-01-29,723-0062,1,89.197500,Japan
1000,2020-01-29,920-0202,1,97.072500,Japan
1000,2020-01-30,742-0005,1,89.197500,Japan
1000,2020-02-03,722-0322,1,91.822500,Japan
1000,2020-02-12,779-1235,1,91.822500,Japan
1000,2020-02-28,742-0335,1,89.197500,Japan
1000,2020-02-28,771-0142,1,97.072500,Japan
1000,2020-03-02,742-0005,1,91.822500,Japan
1000,2020-03-09,771-4505,1,97.072500,Japan
1000,2020-03-14,750-0062,1,91.822500,Japan
1000,2020-03-18,745-0801,1,91.822500,Japan
1000,2020-03-20,771-5403,1,91.822500,Japan
1000,2020-03-22,922-0023,1,91.822500,Japan
1000,2020-03-22,961-0925,1,89.197500,Japan
1000,2020-03-22,961-0972,1,91.822500,Japan
1000,2020-03-23,746-0104,1,97.072500,Japan
1000,2020-03-23,747-0044,1,89.197500,Japan
1000,2020-03-29,961-0803,1,97.072500,Japan
1000,2020-03-31,772-0052,1,91.822500,Japan
1000,2020-04-06,742-2101,1,89.197500,Japan
1000,2020-04-20,722-0043,1,89.197500,Japan
1000,2020-04-26,772-0044,1,89.197500,Japan
1000,2020-04-29,771-1154,1,89.197500,Japan
1000,2020-05-06,779-1631,1,89.197500,Japan
1000,2020-05-21,920-0938,1,89.197500,Japan
1000,2020-05-21,920-1152,1,89.197500,Japan
1000,2020-05-25,722-2416,1,89.197500,Japan
1000,2020-05-27,720-0832,1,89.197500,Japan
1000,2020-06-08,745-0027,1,89.197500,Japan
1000,2020-06-18,920-1132,1,91.822500,Japan
1000,2020-06-20,721-0955,1,97.072500,Japan
1000,2020-06-27,920-0942,1,91.822500,Japan
1000,2020-06-29,920-2316,1,91.822500,Japan
1000,2020-06-30,771-0368,1,91.822500,Japan
1000,2020-06-30,771-6326,1,89.197500,Japan
1000,2020-06-30,775-0504,1,91.822500,Japan
1000,2020-06-30,920-0026,1,91.822500,Japan
1000,2020-06-30,961-0105,1,97.072500,Japan
1000,2020-07-09,747-0232,1,89.197500,Japan
1000,2020-07-16,726-0034,1,91.822500,Japan
1000,2020-07-16,960-0811,1,89.197500,Japan
1000,2020-07-17,920-0064,1,89.197500,Japan
1000,2020-07-19,742-2106,1,91.822500,Japan
1000,2020-07-22,740-0505,1,89.197500,Japan
1000,2020-07-22,745-0887,1,89.197500,Japan
1000,2020-07-22,771-5506,1,91.822500,Japan
1000,2020-07-22,961-0882,1,89.197500,Japan
1000,2020-07-26,770-0064,1,89.197500,Japan
1000,2020-07-26,779-1245,1,91.822500,Japan
1000,2020-07-26,960-1103,1,91.822500,Japan
1000,2020-07-27,725-0200,1,97.072500,Japan
1000,2020-07-30,779-1118,1,91.822500,Japan
1000,2020-08-07,740-0035,1,91.822500,Japan
1000,2020-08-11,771-1347,1,89.197500,Japan
1000,2020-08-12,740-0324,1,91.822500,Japan
1000,2020-08-15,745-0007,1,89.197500,Japan
1000,2020-08-15,961-0832,1,91.822500,Japan
1000,2020-08-17,960-1103,1,89.197500,Japan
1000,2020-08-18,920-0064,1,89.197500,Japan
1000,2020-08-19,960-8202,1,89.197500,Japan
1000,2020-08-20,720-0817,1,97.072500,Japan
1000,2020-08-20,776-0037,1,91.822500,Japan
1000,2020-08-20,960-0454,1,91.822500,Japan
1000,2020-08-20,961-0832,1,89.197500,Japan
1000,2020-08-21,779-1233,2,183.645000,Japan
1000,2020-08-21,960-1485,1,89.197500,Japan
1000,2020-08-25,921-8155,1,89.197500,Japan
1000,2020-08-25,960-8056,1,89.197500,Japan
1000,2020-08-26,771-5176,1,89.197500,Japan
1000,2020-08-26,960-1101,1,91.822500,Japan
1000,2020-08-27,724-0503,1,91.822500,Japan
1000,2020-08-27,747-0034,1,97.072500,Japan
1000,2020-08-27,771-5178,1,91.822500,Japan
1000,2020-08-28,745-1132,1,91.822500,Japan
1000,2020-08-28,747-0004,1,91.822500,Japan
1000,2020-08-28,961-0945,1,91.822500,Japan
1000,2020-08-28,961-0947,1,91.822500,Japan
1000,2020-08-29,722-0215,1,89.197500,Japan
1000,2020-08-29,745-0885,1,91.822500,Japan
1000,2020-08-29,771-0367,1,91.822500,Japan
1000,2020-08-29,920-0053,1,91.822500,Japan
1000,2020-08-29,920-0274,1,91.822500,Japan
1000,2020-08-29,960-0777,1,89.197500,Japan
1000,2020-09-02,960-1101,1,97.072500,Japan
1000,2020-09-04,771-1347,1,89.197500,Japan
1000,2020-09-05,720-2114,1,91.822500,Japan
1000,2020-09-08,742-0335,1,89.197500,Japan
1000,2020-09-09,960-0682,1,91.822500,Japan
1000,2020-09-11,960-0729,1,97.072500,Japan
1000,2020-09-14,745-0887,1,89.197500,Japan
1000,2020-09-15,747-1231,1,91.822500,Japan
1000,2020-09-16,775-0411,1,91.822500,Japan
1000,2020-09-16,921-8124,1,89.197500,Japan
1000,2020-09-17,745-0815,1,89.197500,Japan
1000,2020-09-17,745-0887,1,91.822500,Japan
1000,2020-09-17,961-0871,1,91.822500,Japan
1000,2020-09-18,920-0963,1,91.822500,Japan
1000,2020-09-22,920-1164,1,91.822500,Japan
1000,2020-09-23,740-0034,1,97.072500,Japan
1000,2020-09-23,920-1326,1,91.822500,Japan
1000,2020-09-24,742-0004,1,91.822500,Japan
1000,2020-09-25,960-0809,1,97.072500,Japan
1000,2020-09-29,961-0077,1,91.822500,Japan
1000,2020-09-30,741-0082,2,183.645000,Japan
1000,2020-09-30,750-0008,1,89.197500,Japan
1000,2020-09-30,771-5178,1,97.072500,Japan
1000,2020-09-30,771-6326,1,89.197500,Japan
1000,2020-09-30,773-0022,1,89.197500,Japan
1000,2020-10-02,770-8005,1,91.822500,Japan
1000,2020-10-02,920-2354,1,89.197500,Japan
1000,2020-10-03,743-0004,1,89.197500,Japan
1000,2020-10-06,742-0325,1,89.197500,Japan
1000,2020-10-07,740-1213,2,178.395000,Japan
1000,2020-10-07,747-0846,1,89.197500,Japan
1000,2020-10-08,747-0004,1,97.072500,Japan
1000,2020-10-08,770-0907,1,91.822500,Japan
1000,2020-10-08,920-2345,1,91.822500,Japan
1000,2020-10-09,747-0006,2,183.645000,Japan
1000,2020-10-09,779-0230,1,91.822500,Japan
1000,2020-10-13,747-0004,1,91.822500,Japan
1000,2020-10-14,722-0053,1,91.822500,Japan
1000,2020-10-14,961-0913,2,183.645000,Japan
1000,2020-10-16,747-0846,1,89.197500,Japan
1000,2020-10-17,770-0844,1,91.822500,Japan
1000,2020-10-19,961-0907,1,91.822500,Japan
1000,2020-10-21,779-0230,1,97.072500,Japan
1000,2020-10-21,961-0402,1,91.822500,Japan
1000,2020-10-22,722-2102,1,91.822500,Japan
1000,2020-10-22,770-0004,1,91.822500,Japan
1000,2020-10-22,771-5176,2,194.145000,Japan
1000,2020-10-26,771-5179,2,194.145000,Japan
1000,2020-10-27,771-1347,1,89.197500,Japan
1000,2020-10-27,921-8033,1,97.072500,Japan
1000,2020-10-28,740-0022,1,89.197500,Japan
1000,2020-10-28,779-1236,1,91.822500,Japan
1000,2020-10-28,961-0071,1,91.822500,Japan
1000,2020-10-29,770-8033,2,183.645000,Japan
1000,2020-10-29,771-0127,1,91.822500,Japan
1000,2020-10-29,778-0008,1,91.822500,Japan
1000,2020-10-30,779-3123,1,89.197500,Japan
1000,2020-10-30,921-8027,1,89.197500,Japan
1000,2020-10-31,747-0004,1,97.072500,Japan
1000,2020-10-31,775-0504,1,89.197500,Japan
1000,2020-11-05,961-0844,1,91.822500,Japan
1000,2020-11-09,920-0062,1,97.072500,Japan
1000,2020-11-12,779-0231,1,97.072500,Japan
1000,2020-11-17,721-0907,1,91.822500,Japan
1000,2020-11-23,722-0353,1,89.197500,Japan
1000,2020-11-23,740-0505,1,91.822500,Japan
1000,2020-11-23,961-0882,1,91.822500,Japan
1000,2020-11-25,771-1350,2,186.270000,Japan
1000,2020-11-25,921-8041,1,97.072500,Japan
1000,2020-11-27,745-0887,1,91.822500,Japan
1000,2020-11-28,720-0093,1,97.072500,Japan
1000,2020-11-30,722-0053,1,97.072500,Japan
1000,2020-11-30,740-0312,1,97.072500,Japan
1000,2020-11-30,960-0635,1,91.822500,Japan
1000,2020-11-30,960-8214,1,91.822500,Japan
1000,2020-12-04,743-0007,1,91.822500,Japan
1000,2020-12-08,727-0013,1,89.197500,Japan
1000,2020-12-08,775-0308,1,89.197500,Japan
1000,2020-12-08,779-1118,1,97.072500,Japan
1000,2020-12-08,922-0061,6,550.935000,Japan
1000,2020-12-20,960-0679,1,89.197500,Japan
1000,2020-12-22,771-0215,1,91.822500,Japan
1000,2020-12-22,771-4500,1,91.822500,Japan
1000,2020-12-23,771-2303,1,91.822500,Japan
1000,2020-12-28,920-1346,1,97.072500,Japan
1000,2020-12-29,920-0175,1,91.822500,Japan
1000,2020-12-30,721-0914,1,91.822500,Japan
1000,2020-12-30,722-1623,1,89.197500,Japan
1000,2020-12-30,920-8216,1,91.822500,Japan
1000,2019-01-04,745-0043,1,94.447500,Japan
1000,2019-01-06,920-1346,1,97.072500,Japan
1000,2019-01-06,961-0832,2,188.895000,Japan
1000,2019-01-07,747-0036,1,97.072500,Japan
1000,2019-01-10,920-2311,1,94.447500,Japan
1000,2019-01-14,921-8043,1,94.447500,Japan
1000,2019-01-26,722-1112,2,188.895000,Japan
1000,2019-01-31,722-0201,1,94.447500,Japan
1000,2019-01-31,961-0832,1,94.447500,Japan
1000,2019-01-31,961-0937,1,99.697500,Japan
1000,2019-02-01,720-0073,1,94.447500,Japan
1000,2019-02-08,725-0025,1,94.447500,Japan
1000,2019-02-10,778-0040,1,97.072500,Japan
1000,2019-02-16,750-0063,1,91.822500,Japan
1000,2019-03-12,961-0077,1,99.697500,Japan
1000,2019-03-14,721-0902,1,94.447500,Japan
1000,2019-03-17,721-0902,1,94.447500,Japan
1000,2019-03-24,961-0832,1,94.447500,Japan
1000,2019-04-04,920-2324,1,89.197500,Japan
1000,2019-04-06,960-0411,1,91.822500,Japan
1000,2019-04-14,743-0007,1,97.072500,Japan
1000,2019-04-25,960-0631,1,89.197500,Japan
1000,2019-05-14,747-0061,2,188.895000,Japan
1000,2019-05-17,720-2415,1,94.447500,Japan
1000,2019-05-21,720-0032,1,91.822500,Japan
1000,2019-05-28,742-0321,2,194.145000,Japan
1000,2019-06-10,749-0101,1,89.197500,Japan
1000,2019-06-15,960-0773,1,91.822500,Japan
1000,2019-06-16,771-4264,1,94.447500,Japan
1000,2019-06-25,960-1723,1,91.822500,Japan
1000,2019-06-29,775-0003,1,89.197500,Japan
1000,2019-06-30,747-0813,1,94.447500,Japan
1000,2019-06-30,778-0008,1,97.072500,Japan
1000,2019-06-30,960-1723,1,91.822500,Japan
1000,2019-07-06,960-0708,1,99.697500,Japan
1000,2019-07-12,740-0721,1,94.447500,Japan
1000,2019-07-12,743-0003,1,99.697500,Japan
1000,2019-07-12,778-0020,1,94.447500,Japan
1000,2019-07-12,778-0040,1,94.447500,Japan
1000,2019-07-13,749-0101,1,89.197500,Japan
1000,2019-07-14,747-0033,1,94.447500,Japan
1000,2019-07-15,721-0955,1,99.697500,Japan
1000,2019-07-15,775-0004,1,97.072500,Japan
1000,2019-07-15,920-0965,2,199.395000,Japan
1000,2019-07-16,920-2311,1,97.072500,Japan
1000,2019-07-18,742-0024,1,91.822500,Japan
1000,2019-07-20,771-0377,1,94.447500,Japan
1000,2019-07-21,771-4501,1,94.447500,Japan
1000,2019-07-22,747-0846,1,89.197500,Japan
1000,2019-07-26,740-0323,1,94.447500,Japan
1000,2019-07-26,742-0002,1,91.822500,Japan
1000,2019-07-26,771-0371,1,91.822500,Japan
1000,2019-07-26,779-1241,1,94.447500,Japan
1000,2019-07-26,779-3123,1,99.697500,Japan
1000,2019-07-27,779-1236,1,94.447500,Japan
1000,2019-07-29,721-0902,1,94.447500,Japan
1000,2019-07-29,779-3124,1,99.697500,Japan
1000,2019-07-29,922-0061,1,97.072500,Japan
1000,2019-07-30,721-0902,1,99.697500,Japan
1000,2019-07-30,920-0213,1,97.072500,Japan
1000,2019-07-30,920-0962,1,94.447500,Japan
1000,2019-07-30,920-8202,1,91.822500,Japan
1000,2019-08-06,920-0965,1,94.447500,Japan
1000,2019-08-09,960-0679,1,89.197500,Japan
1000,2019-08-10,920-0034,1,89.197500,Japan
1000,2019-08-11,723-0015,2,199.395000,Japan
1000,2019-08-11,920-0963,1,94.447500,Japan
1000,2019-08-12,960-1634,1,99.697500,Japan
