ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
637;4;1;15;01/08/2021
638;24;1;15;01/08/2021
639;4;1;22;01/08/2021
640;5;1;2;02/08/2021
641;24;1;18;02/08/2021
642;15;1;3;02/08/2021
643;21;1;4;03/08/2021
644;7;1;24;03/08/2021
645;17;1;13;03/08/2021
646;22;1;17;04/08/2021
647;6;1;4;04/08/2021
648;1;1;10;04/08/2021
649;19;1;5;05/08/2021
650;6;1;3;05/08/2021
651;10;1;10;05/08/2021
652;19;1;22;06/08/2021
653;13;1;7;06/08/2021
654;22;1;3;06/08/2021
655;6;1;16;07/08/2021
656;13;1;11;07/08/2021
657;16;1;3;07/08/2021
658;18;1;7;08/08/2021
659;7;1;7;08/08/2021
660;18;1;20;08/08/2021
661;24;1;18;09/08/2021
662;3;1;1;09/08/2021
663;19;1;22;09/08/2021
664;16;1;23;10/08/2021
665;22;1;14;10/08/2021
666;18;1;11;10/08/2021
667;24;1;22;11/08/2021
668;1;1;11;11/08/2021
669;4;1;12;11/08/2021
670;16;1;24;12/08/2021
671;15;1;17;12/08/2021
672;12;1;15;12/08/2021
673;14;1;13;13/08/2021
674;18;1;15;13/08/2021
675;9;1;8;13/08/2021
676;23;1;10;14/08/2021
677;22;1;15;14/08/2021
678;8;1;6;14/08/2021
679;1;1;13;15/08/2021
680;21;1;23;15/08/2021
681;19;1;4;15/08/2021
682;9;1;1;16/08/2021
683;17;1;13;16/08/2021
684;10;1;15;16/08/2021
685;20;1;14;17/08/2021
686;4;1;19;17/08/2021
687;25;1;18;17/08/2021
688;6;1;2;18/08/2021
689;1;1;18;18/08/2021
690;24;1;19;18/08/2021
691;1;1;3;19/08/2021
692;15;1;17;19/08/2021
693;18;1;21;19/08/2021
694;24;1;5;20/08/2021
695;3;1;12;20/08/2021
696;16;1;6;20/08/2021
697;2;1;15;21/08/2021
698;25;1;17;21/08/2021
699;18;1;9;21/08/2021
700;5;1;1;22/08/2021
701;22;1;5;22/08/2021
702;1;1;13;22/08/2021
703;4;1;8;23/08/2021
704;8;1;22;23/08/2021
705;16;1;5;23/08/2021
706;6;1;20;24/08/2021
707;4;1;14;24/08/2021
708;11;1;9;24/08/2021
709;14;1;22;25/08/2021
710;19;1;3;25/08/2021
711;5;1;15;25/08/2021
712;13;1;16;26/08/2021
713;8;1;12;26/08/2021
714;2;1;2;26/08/2021
715;12;1;23;27/08/2021
716;6;1;2;27/08/2021
717;4;1;12;27/08/2021
718;1;1;17;28/08/2021
719;10;1;20;28/08/2021
720;25;1;9;28/08/2021
721;4;1;24;29/08/2021
722;1;1;6;29/08/2021
723;4;1;9;29/08/2021
724;7;1;21;30/08/2021
725;14;1;6;30/08/2021
726;4;1;18;30/08/2021
727;18;1;21;31/08/2021
728;17;1;12;31/08/2021
729;21;1;1;31/08/2021
