ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1003;4;2;2;01/12/2021
1004;11;1;3;01/12/2021
1005;4;1;3;01/12/2021
1006;13;1;14;02/12/2021
1007;5;2;3;02/12/2021
1008;24;1;17;02/12/2021
1009;2;1;15;03/12/2021
1010;6;2;4;03/12/2021
1011;5;2;3;03/12/2021
1012;13;1;5;04/12/2021
1013;19;2;2;04/12/2021
1014;6;1;3;04/12/2021
1015;1;2;8;05/12/2021
1016;18;1;5;05/12/2021
1017;17;2;13;05/12/2021
1018;11;2;21;06/12/2021
1019;15;2;3;06/12/2021
1020;2;1;8;06/12/2021
1021;8;2;14;07/12/2021
1022;2;2;11;07/12/2021
1023;14;1;1;07/12/2021
1024;19;2;8;08/12/2021
1025;2;1;17;08/12/2021
1026;10;2;15;08/12/2021
1027;8;1;24;09/12/2021
1028;17;2;22;09/12/2021
1029;11;2;11;09/12/2021
1030;25;1;15;10/12/2021
1031;1;1;12;10/12/2021
1032;1;2;5;10/12/2021
1033;13;1;20;11/12/2021
1034;6;1;13;11/12/2021
1035;17;1;5;11/12/2021
1036;8;1;3;12/12/2021
1037;23;1;24;12/12/2021
1038;3;2;8;12/12/2021
1039;4;2;7;13/12/2021
1040;14;2;4;13/12/2021
1041;2;2;12;13/12/2021
1042;25;2;19;14/12/2021
1043;18;1;18;14/12/2021
1044;8;2;12;14/12/2021
1045;3;2;12;15/12/2021
1046;11;1;9;15/12/2021
1047;8;2;5;15/12/2021
1048;22;1;4;16/12/2021
1049;7;2;13;16/12/2021
1050;11;1;16;16/12/2021
1051;22;1;3;17/12/2021
1052;3;2;7;17/12/2021
1053;2;2;14;17/12/2021
1054;3;2;6;18/12/2021
1055;20;2;15;18/12/2021
1056;21;2;23;18/12/2021
1057;3;1;7;19/12/2021
1058;10;1;15;19/12/2021
1059;22;2;5;19/12/2021
1060;1;2;18;20/12/2021
1061;13;2;18;20/12/2021
1062;15;2;11;20/12/2021
1063;7;1;15;21/12/2021
1064;18;1;9;21/12/2021
1065;5;1;7;21/12/2021
1066;6;2;24;22/12/2021
1067;12;2;20;22/12/2021
1068;7;2;1;22/12/2021
1069;11;2;12;23/12/2021
1070;21;2;20;23/12/2021
1071;25;1;6;23/12/2021
1072;9;1;14;24/12/2021
1073;21;2;14;24/12/2021
1074;15;2;3;24/12/2021
1075;22;1;23;25/12/2021
1076;21;2;5;25/12/2021
1077;19;1;8;25/12/2021
1078;5;2;3;26/12/2021
1079;2;1;16;26/12/2021
1080;19;1;8;26/12/2021
1081;23;2;7;27/12/2021
1082;16;1;11;27/12/2021
1083;22;1;11;27/12/2021
1084;13;1;17;28/12/2021
1085;5;2;16;28/12/2021
1086;7;1;10;28/12/2021
1087;1;1;14;29/12/2021
1088;2;2;2;29/12/2021
1089;5;1;24;29/12/2021
1090;17;2;22;30/12/2021
1091;25;2;23;30/12/2021
1092;14;2;10;30/12/2021
1093;9;2;14;31/12/2021
1094;5;1;15;31/12/2021
1095;22;1;11;31/12/2021
