ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
544;20;1;11;01/07/2021
545;17;1;15;01/07/2021
546;18;1;14;01/07/2021
547;8;1;14;02/07/2021
548;15;1;13;02/07/2021
549;3;1;10;02/07/2021
550;12;1;18;03/07/2021
551;9;1;21;03/07/2021
552;24;1;8;03/07/2021
553;18;1;24;04/07/2021
554;17;1;19;04/07/2021
555;17;1;6;04/07/2021
556;22;1;1;05/07/2021
557;1;1;4;05/07/2021
558;11;1;19;05/07/2021
559;4;1;3;06/07/2021
560;16;1;21;06/07/2021
561;23;1;1;06/07/2021
562;9;1;7;07/07/2021
563;13;1;4;07/07/2021
564;4;1;12;07/07/2021
565;16;1;2;08/07/2021
566;22;1;7;08/07/2021
567;6;1;4;08/07/2021
568;2;1;17;09/07/2021
569;18;1;3;09/07/2021
570;7;1;6;09/07/2021
571;7;1;6;10/07/2021
572;22;1;1;10/07/2021
573;16;1;20;10/07/2021
574;13;1;5;11/07/2021
575;1;1;21;11/07/2021
576;14;1;13;11/07/2021
577;11;1;11;12/07/2021
578;18;1;14;12/07/2021
579;8;1;4;12/07/2021
580;14;1;13;13/07/2021
581;22;1;21;13/07/2021
582;24;1;20;13/07/2021
583;20;1;22;14/07/2021
584;16;1;21;14/07/2021
585;2;1;12;14/07/2021
586;22;1;8;15/07/2021
587;10;1;20;15/07/2021
588;4;1;24;15/07/2021
589;5;1;14;16/07/2021
590;7;1;14;16/07/2021
591;25;1;15;16/07/2021
592;15;1;12;17/07/2021
593;21;1;5;17/07/2021
594;7;1;1;17/07/2021
595;23;1;8;18/07/2021
596;5;1;2;18/07/2021
597;13;1;17;18/07/2021
598;17;1;20;19/07/2021
599;20;1;11;19/07/2021
600;2;1;23;19/07/2021
601;25;1;8;20/07/2021
602;19;1;24;20/07/2021
603;1;1;18;20/07/2021
604;10;1;21;21/07/2021
605;25;1;19;21/07/2021
606;12;1;18;21/07/2021
607;10;1;4;22/07/2021
608;16;1;2;22/07/2021
609;25;1;13;22/07/2021
610;23;1;19;23/07/2021
611;22;1;8;23/07/2021
612;8;1;23;23/07/2021
613;13;1;17;24/07/2021
614;2;1;24;24/07/2021
615;8;1;21;24/07/2021
616;18;1;24;25/07/2021
617;11;1;8;25/07/2021
618;10;1;4;25/07/2021
619;4;1;14;26/07/2021
620;14;1;8;26/07/2021
621;2;1;23;26/07/2021
622;25;1;3;27/07/2021
623;21;1;7;27/07/2021
624;16;1;1;27/07/2021
625;4;1;17;28/07/2021
626;18;1;1;28/07/2021
627;18;1;23;28/07/2021
628;21;1;8;29/07/2021
629;7;1;23;29/07/2021
630;15;1;23;29/07/2021
631;19;1;14;30/07/2021
632;13;1;16;30/07/2021
633;20;1;21;30/07/2021
634;15;1;21;31/07/2021
635;18;1;3;31/07/2021
636;2;1;10;31/07/2021
