ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
454;4;1;20;01/06/2021
455;24;1;24;01/06/2021
456;20;1;5;01/06/2021
457;10;1;17;02/06/2021
458;17;1;13;02/06/2021
459;3;1;6;02/06/2021
460;25;1;12;03/06/2021
461;21;1;24;03/06/2021
462;23;1;2;03/06/2021
463;20;1;7;04/06/2021
464;22;1;6;04/06/2021
465;14;1;7;04/06/2021
466;18;1;10;05/06/2021
467;13;1;17;05/06/2021
468;16;1;20;05/06/2021
469;24;1;16;06/06/2021
470;6;1;2;06/06/2021
471;18;1;11;06/06/2021
472;3;1;2;07/06/2021
473;9;1;16;07/06/2021
474;8;1;21;07/06/2021
475;25;1;10;08/06/2021
476;8;1;1;08/06/2021
477;12;1;8;08/06/2021
478;18;1;4;09/06/2021
479;23;1;20;09/06/2021
480;4;1;14;09/06/2021
481;19;1;8;10/06/2021
482;8;1;21;10/06/2021
483;24;1;5;10/06/2021
484;15;1;5;11/06/2021
485;10;1;13;11/06/2021
486;23;1;6;11/06/2021
487;7;1;13;12/06/2021
488;25;1;23;12/06/2021
489;25;1;23;12/06/2021
490;3;1;15;13/06/2021
491;7;1;5;13/06/2021
492;11;1;12;13/06/2021
493;14;1;13;14/06/2021
494;16;1;13;14/06/2021
495;12;1;13;14/06/2021
496;25;1;5;15/06/2021
497;4;1;3;15/06/2021
498;13;1;14;15/06/2021
499;14;1;17;16/06/2021
500;20;1;14;16/06/2021
501;9;1;3;16/06/2021
502;7;1;9;17/06/2021
503;5;1;8;17/06/2021
504;21;1;15;17/06/2021
505;22;1;3;18/06/2021
506;2;1;6;18/06/2021
507;21;1;19;18/06/2021
508;2;1;4;19/06/2021
509;24;1;14;19/06/2021
510;10;1;3;19/06/2021
511;12;1;4;20/06/2021
512;7;1;14;20/06/2021
513;2;1;14;20/06/2021
514;1;1;17;21/06/2021
515;2;1;4;21/06/2021
516;4;1;11;21/06/2021
517;24;1;9;22/06/2021
518;18;1;23;22/06/2021
519;18;1;9;22/06/2021
520;4;1;22;23/06/2021
521;24;1;19;23/06/2021
522;19;1;11;23/06/2021
523;11;1;15;24/06/2021
524;24;1;15;24/06/2021
525;1;1;12;24/06/2021
526;7;1;1;25/06/2021
527;7;1;24;25/06/2021
528;13;1;7;25/06/2021
529;21;1;12;26/06/2021
530;11;1;3;26/06/2021
531;20;1;11;26/06/2021
532;12;1;7;27/06/2021
533;18;1;22;27/06/2021
534;2;1;14;27/06/2021
535;16;1;10;28/06/2021
536;22;1;10;28/06/2021
537;25;1;1;28/06/2021
538;11;1;3;29/06/2021
539;2;1;12;29/06/2021
540;16;1;23;29/06/2021
541;5;1;4;30/06/2021
542;10;1;2;30/06/2021
543;18;1;13;30/06/2021
