ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
730;12;1;8;01/09/2021
731;16;1;20;01/09/2021
732;11;1;10;01/09/2021
733;20;1;6;02/09/2021
734;20;1;22;02/09/2021
735;15;1;13;02/09/2021
736;5;1;18;03/09/2021
737;22;1;12;03/09/2021
738;1;1;17;03/09/2021
739;4;1;18;04/09/2021
740;12;1;2;04/09/2021
741;5;1;2;04/09/2021
742;13;1;9;05/09/2021
743;4;1;23;05/09/2021
744;18;1;18;05/09/2021
745;22;1;7;06/09/2021
746;5;1;12;06/09/2021
747;10;1;22;06/09/2021
748;20;1;9;07/09/2021
749;1;1;1;07/09/2021
750;2;1;23;07/09/2021
751;25;1;9;08/09/2021
752;8;1;4;08/09/2021
753;3;1;16;08/09/2021
754;11;1;7;09/09/2021
755;23;1;1;09/09/2021
756;25;1;9;09/09/2021
757;3;1;6;10/09/2021
758;18;1;4;10/09/2021
759;4;1;17;10/09/2021
760;10;1;1;11/09/2021
761;1;1;21;11/09/2021
762;21;1;18;11/09/2021
763;6;1;17;12/09/2021
764;2;1;15;12/09/2021
765;15;1;11;12/09/2021
766;19;1;14;13/09/2021
767;3;1;7;13/09/2021
768;17;1;20;13/09/2021
769;22;1;20;14/09/2021
770;18;1;22;14/09/2021
771;12;1;23;14/09/2021
772;4;1;22;15/09/2021
773;10;1;13;15/09/2021
774;25;1;4;15/09/2021
775;3;1;17;16/09/2021
776;15;1;19;16/09/2021
777;2;1;5;16/09/2021
778;24;1;24;17/09/2021
779;13;1;8;17/09/2021
780;6;1;15;17/09/2021
781;23;1;10;18/09/2021
782;6;1;1;18/09/2021
783;25;1;5;18/09/2021
784;25;1;14;19/09/2021
785;21;1;16;19/09/2021
786;16;1;7;19/09/2021
787;4;1;9;20/09/2021
788;8;1;23;20/09/2021
789;4;1;7;20/09/2021
790;7;1;20;21/09/2021
791;18;1;2;21/09/2021
792;15;1;16;21/09/2021
793;6;1;12;22/09/2021
794;19;1;3;22/09/2021
795;8;1;10;22/09/2021
796;8;1;4;23/09/2021
797;20;1;11;23/09/2021
798;24;1;16;23/09/2021
799;1;1;14;24/09/2021
800;5;1;11;24/09/2021
801;25;1;8;24/09/2021
802;15;1;18;25/09/2021
803;22;1;8;25/09/2021
804;13;1;17;25/09/2021
805;15;1;7;26/09/2021
806;21;1;7;26/09/2021
807;7;1;22;26/09/2021
808;4;1;4;27/09/2021
809;10;1;7;27/09/2021
810;21;1;16;27/09/2021
811;22;1;24;28/09/2021
812;21;1;14;28/09/2021
813;6;1;21;28/09/2021
814;23;1;5;29/09/2021
815;23;1;8;29/09/2021
816;17;1;9;29/09/2021
817;24;1;11;30/09/2021
818;5;1;15;30/09/2021
819;14;1;8;30/09/2021
