ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1732;4;2;7;01/08/2022
1733;24;2;1;01/08/2022
1734;4;1;18;01/08/2022
1735;5;2;4;02/08/2022
1736;24;2;15;02/08/2022
1737;15;1;19;02/08/2022
1738;21;1;16;03/08/2022
1739;7;2;13;03/08/2022
1740;17;1;8;03/08/2022
1741;22;2;11;04/08/2022
1742;6;2;10;04/08/2022
1743;1;2;10;04/08/2022
1744;19;1;11;05/08/2022
1745;6;2;10;05/08/2022
1746;10;1;16;05/08/2022
1747;19;1;6;06/08/2022
1748;13;1;4;06/08/2022
1749;22;1;7;06/08/2022
1750;6;2;10;07/08/2022
1751;13;2;17;07/08/2022
1752;16;2;8;07/08/2022
1753;18;2;12;08/08/2022
1754;7;1;4;08/08/2022
1755;18;1;22;08/08/2022
1756;24;1;16;09/08/2022
1757;3;2;24;09/08/2022
1758;19;1;10;09/08/2022
1759;16;1;3;10/08/2022
1760;22;2;2;10/08/2022
1761;18;2;21;10/08/2022
1762;24;2;10;11/08/2022
1763;1;1;15;11/08/2022
1764;4;2;9;11/08/2022
1765;16;2;4;12/08/2022
1766;15;1;23;12/08/2022
1767;12;2;5;12/08/2022
1768;14;2;14;13/08/2022
1769;18;1;21;13/08/2022
1770;9;1;10;13/08/2022
1771;23;1;1;14/08/2022
1772;22;2;8;14/08/2022
1773;8;2;6;14/08/2022
1774;1;2;22;15/08/2022
1775;21;1;4;15/08/2022
1776;19;1;10;15/08/2022
1777;9;1;19;16/08/2022
1778;17;2;17;16/08/2022
1779;10;1;17;16/08/2022
1780;20;1;12;17/08/2022
1781;4;2;19;17/08/2022
1782;25;1;9;17/08/2022
1783;6;2;16;18/08/2022
1784;1;2;9;18/08/2022
1785;24;1;6;18/08/2022
1786;1;1;11;19/08/2022
1787;15;1;10;19/08/2022
1788;18;2;19;19/08/2022
1789;24;2;4;20/08/2022
1790;3;2;7;20/08/2022
1791;16;1;1;20/08/2022
1792;2;2;8;21/08/2022
1793;25;2;24;21/08/2022
1794;18;1;21;21/08/2022
1795;5;2;18;22/08/2022
1796;22;1;5;22/08/2022
1797;1;2;11;22/08/2022
1798;4;1;10;23/08/2022
1799;8;2;11;23/08/2022
1800;16;1;15;23/08/2022
1801;6;1;13;24/08/2022
1802;4;2;11;24/08/2022
1803;11;2;11;24/08/2022
1804;14;2;22;25/08/2022
1805;19;2;14;25/08/2022
1806;5;2;14;25/08/2022
1807;13;2;24;26/08/2022
1808;8;1;1;26/08/2022
1809;2;1;13;26/08/2022
1810;12;1;4;27/08/2022
1811;6;2;11;27/08/2022
1812;4;1;23;27/08/2022
1813;1;2;3;28/08/2022
1814;10;1;7;28/08/2022
1815;25;2;4;28/08/2022
1816;4;2;11;29/08/2022
1817;1;2;11;29/08/2022
1818;4;2;7;29/08/2022
1819;7;1;8;30/08/2022
1820;14;2;4;30/08/2022
1821;4;2;4;30/08/2022
1822;18;1;21;31/08/2022
1823;17;2;20;31/08/2022
1824;21;1;10;31/08/2022
