ID_Venda;ID_Produto;Qtd;ID_Colaborador;DataVenda
1096;22;2;19;01/01/2022
1097;25;1;11;01/01/2022
1098;19;1;13;01/01/2022
1099;21;2;20;02/01/2022
1100;24;2;14;02/01/2022
1101;22;1;13;02/01/2022
1102;14;2;10;03/01/2022
1103;20;2;5;03/01/2022
1104;17;2;3;03/01/2022
1105;19;1;21;04/01/2022
1106;3;2;9;04/01/2022
1107;6;1;18;04/01/2022
1108;21;2;7;05/01/2022
1109;2;1;7;05/01/2022
1110;15;1;13;05/01/2022
1111;23;2;9;06/01/2022
1112;20;2;5;06/01/2022
1113;20;2;8;06/01/2022
1114;11;1;8;07/01/2022
1115;18;1;6;07/01/2022
1116;9;1;5;07/01/2022
1117;23;2;21;08/01/2022
1118;13;2;5;08/01/2022
1119;19;1;13;08/01/2022
1120;10;2;7;09/01/2022
1121;15;2;13;09/01/2022
1122;20;2;7;09/01/2022
1123;25;1;8;10/01/2022
1124;3;1;21;10/01/2022
1125;10;1;7;10/01/2022
1126;21;2;18;11/01/2022
1127;24;1;11;11/01/2022
1128;5;2;5;11/01/2022
1129;5;1;1;12/01/2022
1130;13;2;21;12/01/2022
1131;4;1;7;12/01/2022
1132;16;1;18;13/01/2022
1133;15;2;7;13/01/2022
1134;17;2;11;13/01/2022
1135;4;1;13;14/01/2022
1136;13;2;21;14/01/2022
1137;24;2;5;14/01/2022
1138;8;1;2;15/01/2022
1139;2;2;4;15/01/2022
1140;6;1;15;15/01/2022
1141;21;2;16;16/01/2022
1142;11;1;19;16/01/2022
1143;11;2;10;16/01/2022
1144;15;1;8;17/01/2022
1145;13;2;7;17/01/2022
1146;9;1;7;17/01/2022
1147;20;2;22;18/01/2022
1148;15;2;4;18/01/2022
1149;5;1;24;18/01/2022
1150;6;1;4;19/01/2022
1151;12;1;21;19/01/2022
1152;18;1;13;19/01/2022
1153;21;1;8;20/01/2022
1154;9;1;8;20/01/2022
1155;25;1;4;20/01/2022
1156;25;2;19;21/01/2022
1157;11;1;5;21/01/2022
1158;8;2;15;21/01/2022
1159;15;1;10;22/01/2022
1160;2;2;12;22/01/2022
1161;17;2;1;22/01/2022
1162;25;1;20;23/01/2022
1163;22;2;3;23/01/2022
1164;15;1;7;23/01/2022
1165;7;2;6;24/01/2022
1166;3;2;23;24/01/2022
1167;8;2;18;24/01/2022
1168;17;2;13;25/01/2022
1169;11;1;17;25/01/2022
1170;12;2;15;25/01/2022
1171;2;1;16;26/01/2022
1172;3;1;4;26/01/2022
1173;19;1;11;26/01/2022
1174;24;2;13;27/01/2022
1175;9;2;6;27/01/2022
1176;14;2;23;27/01/2022
1177;13;1;19;28/01/2022
1178;11;2;21;28/01/2022
1179;23;1;16;28/01/2022
1180;16;2;7;29/01/2022
1181;22;1;19;29/01/2022
1182;22;2;15;29/01/2022
1183;9;2;9;30/01/2022
1184;1;1;3;30/01/2022
1185;21;2;23;30/01/2022
1186;9;1;15;31/01/2022
1187;22;1;2;31/01/2022
1188;14;2;17;31/01/2022
